PID,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Misc Feature,Misc Val,Pool Area,Pool QC,MS SubClass,MS Zoning,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add
535454050,NA,NA,NA,NA,0,NA,0,0,0,0,0,Detchd,1949,Unf,2,400,TA,TA,NA,0,0,NA,90,RL,Gable,CompShg,Stucco,Stucco,BrkFace,340,TA,TA,Slab,Wall,Fa,false,FuseA,1040,0,0,1040,2,0,2,2,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,5,2006,WD ,Normal,87500,0,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,Duplex,1Story,3,4,1949,1950
535454060,NA,NA,NA,NA,0,NA,0,0,0,0,0,Detchd,1949,Unf,2,400,TA,TA,NA,0,0,NA,90,RL,Gable,CompShg,Stucco,Stone,None,0,TA,TA,CBlock,GasA,Gd,false,FuseF,1040,0,0,1040,2,0,2,2,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,7,2006,WD ,Normal,93500,60,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,Duplex,1Story,3,4,1950,1950
535454070,TA,TA,No,Rec,507,Unf,0,403,910,0,0,Detchd,2000,Unf,2,720,TA,TA,NA,0,0,NA,50,RL,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,Fa,CBlock,GasA,Fa,true,SBrkr,910,475,0,1385,2,0,4,1,TA,6,Typ,0,NA,Y,0,0,0,0,0,MnPrv,6,2010,WD ,Normal,166000,71,8520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,1Fam,1.5Fin,5,4,1952,1952
535454100,TA,TA,No,Unf,0,Unf,0,832,832,0,0,Detchd,1949,Unf,1,384,TA,TA,NA,0,0,NA,50,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,TA,true,FuseF,832,629,0,1461,2,0,4,1,TA,6,Typ,0,NA,Y,0,204,0,0,0,NA,8,2009,WD ,Normal,133500,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Normal,1Fam,1.5Fin,4,7,1949,1996
535454150,TA,TA,No,ALQ,315,Unf,0,453,768,0,0,Detchd,1994,Unf,2,576,TA,TA,NA,0,0,NA,50,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,Ex,true,SBrkr,819,501,0,1320,2,0,3,1,TA,5,Typ,0,NA,Y,108,0,0,0,0,GdWo,9,2008,WD ,Normal,138000,60,8064,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Normal,1Fam,1.5Fin,6,6,1948,1950
535454160,TA,TA,No,LwQ,120,Unf,0,744,864,0,0,Detchd,1994,Unf,2,576,TA,TA,NA,0,0,NA,50,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1064,0,431,1495,1,0,3,1,TA,6,Typ,0,NA,Y,180,36,0,0,0,NA,8,2009,COD,Abnorml,135000,60,8064,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,1Fam,1.5Fin,6,7,1948,1994
535455060,TA,TA,No,Unf,0,Unf,0,936,936,1,0,Detchd,1954,Unf,1,280,TA,TA,NA,0,0,NA,45,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,TA,true,FuseA,984,0,0,984,1,0,2,1,TA,4,Typ,0,NA,Y,0,0,0,0,0,GdWo,6,2008,WD ,Normal,112500,64,6390,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Normal,1Fam,1.5Unf,6,7,1954,1954
535455080,TA,TA,No,Unf,0,Unf,0,832,832,0,0,Detchd,1962,Unf,2,528,TA,TA,NA,0,0,NA,45,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,Gd,true,SBrkr,832,0,0,832,1,0,2,1,Gd,4,Typ,0,NA,Y,0,0,0,0,0,NA,6,2008,WD ,Normal,105500,59,7227,Pave,NA,Reg,HLS,AllPub,Corner,Mod,Names,Artery,Normal,1Fam,1.5Unf,6,6,1954,1954
535455090,TA,TA,No,Rec,673,Unf,0,181,854,0,0,Attchd,1954,Unf,1,240,TA,TA,NA,0,0,NA,50,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,Fa,true,FuseA,854,424,0,1278,1,0,4,1,TA,6,Typ,0,NA,Y,0,0,0,0,0,MnWw,4,2008,WD ,Normal,127500,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1.5Fin,6,5,1954,1954
535456010,TA,Fa,No,Unf,0,Unf,0,1556,1556,0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,90,RL,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1556,0,0,1556,2,0,4,2,TA,8,Typ,0,NA,Y,0,0,0,0,0,NA,9,2006,WD ,Normal,119000,75,8512,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,Duplex,1Story,5,5,1960,1960
535456020,TA,TA,No,ALQ,179,BLQ,506,465,1150,1,0,Attchd,1959,RFn,1,300,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,GasA,Ex,true,FuseA,1150,0,0,1150,1,0,3,1,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,5,2006,WD ,Normal,141000,70,7945,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1959,1959
535456050,TA,TA,Av,Unf,0,Unf,0,1800,1800,0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,90,RL,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,GasA,TA,false,SBrkr,1800,0,0,1800,2,0,6,2,TA,10,Typ,0,NA,N,0,0,0,0,0,NA,11,2008,WD ,Abnorml,130000,113,8513,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,Duplex,1Story,5,5,1961,1961
535456070,TA,TA,Mn,GLQ,370,Unf,0,398,768,0,0,Detchd,1955,Unf,2,480,TA,TA,NA,0,0,NA,50,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,GasA,Gd,true,SBrkr,1024,564,0,1588,1,1,3,1,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,3,2008,WD ,Normal,150000,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1.5Fin,5,6,1955,1967
535456100,TA,TA,No,Unf,0,Unf,0,825,825,0,1,Attchd,1954,Unf,1,350,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,TA,true,FuseA,825,0,0,825,1,0,2,1,TA,4,Typ,0,NA,Y,0,0,0,0,0,NA,7,2008,WD ,Normal,109500,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,7,1954,1954
535456110,TA,TA,Mn,BLQ,234,Rec,486,180,900,0,1,Detchd,2005,Unf,2,576,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,900,0,0,900,1,0,3,1,Gd,5,Typ,0,NA,Y,222,32,0,0,0,NA,5,2010,WD ,Normal,134800,60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,1Story,5,7,1951,2000
535457010,TA,TA,No,Unf,0,Unf,0,1116,1116,0,0,Attchd,1962,Unf,2,440,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261,TA,TA,CBlock,GasA,TA,true,SBrkr,1116,0,0,1116,1,1,3,1,TA,5,Typ,0,NA,Y,0,0,0,0,385,NA,2,2010,WD ,Normal,160000,87,10000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,1Story,6,6,1962,1962
535457020,TA,TA,No,BLQ,1098,Rec,154,125,1377,1,0,Attchd,1965,Unf,1,351,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1377,0,0,1377,1,0,3,1,TA,6,Typ,2,TA,Y,0,0,0,0,0,MnPrv,11,2007,WD ,Normal,156500,80,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,5,1960,1960
535457040,TA,TA,No,Unf,0,Unf,0,1800,1800,0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,90,RL,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,GasA,Ex,false,SBrkr,1800,0,0,1800,2,0,6,2,TA,10,Typ,0,NA,Y,0,0,0,0,0,NA,7,2007,WD ,Normal,141000,80,8000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,Duplex,1Story,5,4,1961,1961
535457050,NA,NA,NA,NA,0,NA,0,0,0,0,0,Attchd,1961,Fin,1,300,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,Slab,GasA,Gd,true,SBrkr,925,0,0,925,1,0,3,1,TA,7,Typ,0,NA,Y,0,0,0,0,0,NA,7,2007,WD ,Normal,99000,70,7000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Normal,1Fam,1Story,5,6,1961,1961
535457070,TA,TA,No,GLQ,781,Unf,0,369,1150,0,0,Attchd,1961,RFn,1,288,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1150,0,0,1150,1,0,3,1,TA,6,Typ,0,NA,Y,0,0,0,0,162,NA,7,2006,WD ,Normal,146000,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,4,1961,1961
535457090,TA,TA,No,Rec,588,LwQ,350,237,1175,0,0,Detchd,1960,RFn,2,484,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,GasA,Ex,true,SBrkr,1175,0,0,1175,1,1,3,1,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,6,2010,WD ,Normal,148000,81,7635,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1960,1960
535475010,TA,TA,No,Unf,0,Unf,0,780,780,0,0,Attchd,1964,Unf,2,483,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,GasA,TA,true,SBrkr,993,813,0,1806,1,1,4,1,TA,8,Typ,0,NA,Y,0,55,0,0,0,NA,3,2009,WD ,Normal,144750,76,7570,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,2Story,6,5,1964,1964
535475020,TA,TA,No,BLQ,400,Unf,0,380,780,1,0,Attchd,1963,RFn,2,483,TA,TA,NA,0,0,NA,60,RL,Hip,CompShg,HdBoard,HdBoard,BrkFace,415,TA,TA,CBlock,GasA,TA,true,SBrkr,983,813,0,1796,1,1,4,1,TA,8,Typ,1,TA,Y,0,50,0,0,0,NA,10,2008,WD ,Normal,140000,71,7056,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,2Story,6,5,1963,1963
535476110,Gd,TA,Av,GLQ,941,Unf,0,0,941,1,0,Attchd,1978,Unf,2,564,TA,TA,NA,0,0,NA,90,RL,Gable,CompShg,Plywood,Plywood,BrkFace,124,TA,Gd,CBlock,GasA,Gd,true,SBrkr,941,0,0,941,1,0,2,1,Gd,4,Typ,0,NA,Y,0,40,0,0,0,NA,11,2009,WD ,Normal,145000,75,8604,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,Duplex,SFoyer,5,7,1978,1978
535476240,TA,TA,No,BLQ,826,Unf,0,219,1045,1,0,Attchd,1963,RFn,1,264,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1045,0,0,1045,1,0,3,1,TA,6,Typ,1,Fa,Y,0,0,0,0,0,NA,4,2009,WD ,Normal,127000,80,7936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,6,6,1963,1963
535476350,TA,TA,Gd,BLQ,717,LwQ,263,415,1395,1,0,Attchd,1963,RFn,2,440,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218,TA,TA,CBlock,GasA,TA,true,SBrkr,1395,0,0,1395,1,0,2,1,TA,7,Min1,1,TA,Y,657,0,113,0,240,NA,5,2010,WD ,Normal,192000,80,9760,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Names,Norm,Normal,1Fam,1Story,6,7,1963,1984
535476360,TA,TA,Gd,BLQ,536,Rec,117,169,822,0,0,Attchd,1964,RFn,2,440,TA,TA,NA,0,0,NA,60,RL,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340,TA,TA,CBlock,GasA,Gd,true,SBrkr,1020,831,0,1851,2,1,3,1,Gd,7,Typ,1,Fa,Y,239,42,0,0,0,MnWw,7,2007,WD ,Normal,187000,80,9760,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Names,Norm,Normal,1Fam,2Story,6,8,1964,1993
535476370,TA,TA,Gd,GLQ,674,LwQ,106,0,780,1,0,Attchd,1964,RFn,2,442,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,HdBoard,HdBoard,BrkFace,360,TA,TA,CBlock,GasA,TA,true,SBrkr,798,813,0,1611,1,1,4,1,TA,7,Typ,0,NA,Y,328,128,0,0,189,NA,6,2008,WD ,Normal,167900,80,9760,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Names,Norm,Normal,1Fam,2Story,6,6,1964,1964
535477020,TA,TA,No,Unf,0,Unf,0,756,756,0,0,Attchd,1966,Unf,2,442,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,MetalSd,MetalSd,BrkFace,351,TA,TA,CBlock,GasA,TA,true,SBrkr,1051,788,0,1839,1,1,4,1,TA,7,Typ,1,TA,Y,0,124,216,0,0,NA,6,2010,WD ,Normal,155000,70,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,PosN,Normal,1Fam,2Story,6,5,1966,1966
535477060,TA,TA,No,BLQ,512,Unf,0,148,660,0,0,Attchd,1966,RFn,2,453,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,TA,TA,CBlock,GasA,TA,true,SBrkr,660,688,0,1348,1,1,3,1,TA,6,Typ,1,Fa,Y,188,108,0,0,0,NA,7,2006,WD ,Normal,155000,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,PosN,Normal,1Fam,2Story,6,5,1966,1966
535477090,TA,TA,No,Unf,0,Unf,0,1117,1117,0,0,Attchd,1963,Unf,1,264,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,Ex,true,SBrkr,1117,0,0,1117,1,0,3,1,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,5,2008,COD,Normal,136870,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,PosN,Normal,1Fam,1Story,5,5,1963,1963
535477130,TA,TA,No,ALQ,540,Unf,0,324,864,0,0,Attchd,1962,RFn,1,264,TA,TA,NA,0,0,NA,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,288,TA,TA,CBlock,GasA,TA,true,SBrkr,876,936,0,1812,2,0,4,1,TA,8,Typ,1,TA,Y,0,168,0,0,0,NA,7,2007,WD ,Normal,169500,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,PosN,Normal,1Fam,2Story,5,5,1962,1962
535477150,TA,TA,No,Unf,0,Unf,0,894,894,0,0,Detchd,1962,Unf,1,308,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,Gd,false,SBrkr,894,0,0,894,1,0,2,1,TA,5,Typ,0,NA,Y,0,0,0,0,0,NA,8,2009,WD ,Normal,109500,60,6600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,PosN,Normal,1Fam,1Story,5,5,1962,1962
535477180,TA,TA,No,ALQ,110,BLQ,442,312,864,0,0,Detchd,1962,Unf,1,294,TA,TA,NA,0,0,NA,20,RL,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,Gd,true,SBrkr,864,0,0,864,1,0,2,1,TA,5,Typ,0,NA,Y,58,0,0,0,0,NA,12,2007,WD ,Normal,125500,60,6600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,PosN,Normal,1Fam,1Story,5,5,1962,1962
535478010,TA,TA,Av,BLQ,784,Unf,0,141,925,1,0,Attchd,1962,Unf,1,300,TA,TA,NA,0,0,NA,85,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,999,0,0,999,1,0,3,1,TA,6,Typ,0,NA,Y,150,72,0,0,0,NA,5,2006,WD ,Normal,134500,69,10205,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,SFoyer,5,5,1962,1962
535478040,TA,TA,Av,ALQ,734,Unf,0,162,896,1,0,Attchd,1962,RFn,1,288,TA,TA,NA,0,0,NA,85,RL,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,936,0,0,936,1,0,3,1,TA,6,Typ,1,Po,Y,24,90,160,0,0,NA,10,2007,WD ,Normal,130000,66,6760,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,SFoyer,5,5,1962,1962
535478070,TA,TA,No,LwQ,809,Unf,0,236,1045,1,0,Detchd,1962,Unf,2,528,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,Gd,true,SBrkr,1045,0,0,1045,1,0,3,1,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,3,2006,WD ,Normal,120000,74,7400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,1Fam,1Story,7,6,1962,1962
535478090,TA,TA,No,BLQ,468,Unf,0,396,864,0,1,Attchd,1962,Unf,1,336,TA,TA,NA,0,0,NA,20,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,Gd,true,SBrkr,864,0,0,864,1,0,3,1,TA,5,Typ,0,NA,Y,0,0,0,0,0,GdWo,2,2006,WD ,Normal,105000,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Normal,1Fam,1Story,5,6,1962,1962
535478110,TA,TA,Av,ALQ,953,Unf,0,72,1025,1,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,190,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,1025,0,0,1025,1,0,3,1,TA,6,Typ,0,NA,Y,96,80,0,0,0,NA,3,2006,WD ,Normal,124000,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Normal,2fmCon,SFoyer,5,5,1962,1962
902100010,TA,TA,No,Unf,0,Unf,0,850,850,0,0,Detchd,1981,RFn,2,576,TA,TA,NA,0,0,NA,30,RM,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,GasA,TA,true,SBrkr,960,0,0,960,1,0,2,1,TA,5,Typ,0,NA,Y,0,0,116,0,0,NA,4,2007,WD ,Normal,103000,60,6978,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Normal,1Fam,1Story,5,7,1926,1980
902100020,TA,TA,No,GLQ,96,Unf,0,96,192,1,0,Detchd,2008,Unf,1,308,TA,TA,NA,0,0,NA,20,RM,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,GasA,Gd,false,SBrkr,1133,0,0,1133,1,0,3,1,TA,7,Typ,0,NA,Y,0,175,0,0,0,NA,12,2008,WD ,Abnorml,143000,56,9836,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Normal,1Fam,1Story,6,5,2008,2008
902100030,Fa,TA,No,Unf,0,Unf,0,680,680,0,0,Detchd,1965,Unf,2,504,TA,TA,NA,0,0,NA,30,RM,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,GasA,Gd,false,FuseP,764,0,0,764,1,0,2,1,TA,4,Typ,0,NA,N,0,0,0,0,0,NA,6,2008,WD ,Normal,73000,30,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Normal,1Fam,1Story,5,5,1925,2004
902100110,Fa,TA,No,Unf,0,Unf,0,716,716,0,0,Detchd,1900,Unf,2,624,TA,TA,NA,0,0,NA,70,RM,Hip,CompShg,CemntBd,CmentBd,None,0,Gd,Gd,PConc,GasA,Ex,true,FuseA,1007,1007,0,2014,2,0,5,1,TA,8,Typ,0,NA,Y,0,72,167,0,0,NA,6,2006,WD ,Normal,169000,62,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,2Story,5,8,1900,2005
902100130,TA,TA,No,Unf,0,Unf,0,686,686,0,0,Detchd,1940,Unf,1,210,TA,TA,NA,0,0,NA,70,RM,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,Fa,false,SBrkr,810,518,0,1328,1,0,3,1,TA,8,Typ,0,NA,Y,0,172,60,0,0,NA,9,2006,WD ,Family,107000,57,9906,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,2Story,4,4,1925,1950
902101010,TA,TA,No,Rec,468,Unf,0,350,818,0,0,Detchd,1926,Unf,1,210,TA,TA,NA,0,0,NA,50,RM,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,TA,true,SBrkr,818,406,0,1224,1,0,3,1,TA,5,Typ,0,NA,N,0,0,116,0,0,NA,12,2009,WD ,Normal,115000,0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Normal,1Fam,1.5Fin,6,8,1926,2004
902101050,TA,TA,No,Rec,276,Unf,0,936,1212,1,0,Detchd,1948,Unf,1,240,TA,TA,NA,0,0,NA,50,RM,Gable,CompShg,MetalSd,MetalSd,Stone,264,TA,TA,CBlock,GasA,Gd,true,FuseA,1226,442,0,1668,1,0,3,1,TA,6,Typ,0,NA,Y,0,0,140,0,0,NA,5,2006,WD ,Normal,135000,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,1.5Fin,5,6,1948,1950
902102060,TA,TA,No,Unf,0,Unf,0,650,650,0,0,Detchd,1983,Unf,2,686,Gd,TA,NA,0,0,NA,70,RM,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,GasA,Gd,true,SBrkr,958,581,0,1539,2,0,3,1,Gd,8,Typ,1,Po,P,70,78,68,0,0,NA,6,2008,WD ,Normal,157500,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,2Story,5,8,1904,2002
902102080,TA,TA,No,Unf,0,Unf,0,440,440,0,0,Detchd,1966,Unf,2,440,TA,TA,NA,0,0,NA,50,RM,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,GasA,Gd,true,SBrkr,682,548,0,1230,1,1,2,1,TA,5,Typ,0,NA,Y,74,0,128,0,0,MnPrv,5,2009,WD ,Normal,110000,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,2Story,5,6,1910,1981
902102100,TA,TA,No,ALQ,48,Unf,0,661,709,1,0,Basment,1900,Unf,1,240,TA,TA,NA,0,0,NA,50,RM,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,771,TA,TA,PConc,GasA,TA,true,SBrkr,1157,687,0,1844,1,0,3,1,TA,9,Min2,2,Gd,Y,84,0,0,0,0,NA,1,2010,COD,Abnorml,80400,60,4800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,1.5Fin,4,5,1900,1954
902103090,TA,Fa,No,LwQ,284,Unf,0,863,1147,0,0,Detchd,1920,Unf,1,162,Fa,Fa,NA,0,0,NA,50,RM,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,GasA,TA,false,SBrkr,1147,510,0,1657,1,0,4,1,Fa,9,Typ,1,TA,N,0,0,0,0,0,NA,7,2006,WD ,Normal,111500,60,5520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,1.5Fin,4,6,1920,1980
902103100,TA,TA,No,Unf,0,Unf,0,901,901,0,0,Detchd,1920,Unf,1,162,Fa,Fa,NA,0,0,NA,50,RM,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,GasA,Gd,true,SBrkr,861,517,0,1378,1,0,3,1,Gd,6,Typ,0,NA,P,54,0,40,0,0,NA,6,2009,WD ,Normal,128900,68,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,1.5Fin,6,8,1935,1998
902103120,TA,TA,Mn,LwQ,633,Unf,0,339,972,1,0,Detchd,1920,Unf,2,324,Fa,TA,NA,0,0,NA,90,RM,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,Gd,false,FuseA,972,972,0,1944,2,0,4,2,TA,12,Typ,0,NA,N,0,28,169,0,0,NA,6,2009,WD ,Normal,103500,57,10307,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,Duplex,2Story,6,5,1910,1950
